City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Wana,PK,2021-11-30 01:47:46,32.2989,69.5725,47.71,28,100,4.29
295,Jodhpur,IN,2021-11-30 01:47:46,26.2867,73.03,64.67,29,99,8.9
296,Ancud,CL,2021-11-30 01:46:42,-41.8697,-73.8203,51.42,86,25,1.59
297,Pyshchug,RU,2021-11-30 01:47:47,58.8873,45.7134,32.9,98,100,10.74
298,Bandar-E Lengeh,IR,2021-11-30 01:47:48,26.5579,54.8807,71.51,71,0,4.05
299,Nouadhibou,MR,2021-11-30 01:47:48,20.931,-17.0347,62.58,77,0,23.02
300,Acapulco,MX,2021-11-30 01:47:49,16.8634,-99.8901,78.04,79,0,5.68
301,Magadan,RU,2021-11-30 01:47:49,59.5667,150.8,-0.47,90,100,7.16
302,Upernavik,GL,2021-11-30 01:47:50,72.7868,-56.1549,21.49,94,100,3.78
303,Tougan,BF,2021-11-30 01:47:50,13.0667,-3.0667,74.61,15,1,8.21
304,Pimentel,PE,2021-11-30 01:47:51,-6.8367,-79.9342,65.55,87,100,13.06
305,Nanhai,CN,2021-11-30 01:47:51,30.1282,111.7784,53.73,39,0,4.45
306,Zlobin,HR,2021-11-30 01:47:52,45.2924,14.6541,31.3,63,0,10.36
307,Kasongo-Lunda,CD,2021-11-30 01:47:52,-6.4667,16.8167,69.46,98,100,1.41
308,Borodino,RU,2021-11-30 01:47:53,55.9106,94.8983,22.06,83,100,9.13
309,Namibe,AO,2021-11-30 01:47:53,-15.1961,12.1522,70.36,71,14,5.84
310,Wanning,CN,2021-11-30 01:47:54,18.8003,110.3967,74.86,65,69,17.43
311,Isangel,VU,2021-11-30 01:47:54,-19.55,169.2667,83.73,70,93,6.13
312,Zhuhai,CN,2021-11-30 01:47:16,22.2769,113.5678,73.78,64,0,23.02
313,Beringovskiy,RU,2021-11-30 01:47:55,63.05,179.3167,6.26,95,97,6.46
314,Ludvika,SE,2021-11-30 01:47:56,60.1496,15.1878,6.6,74,7,0.98
315,Vila Velha,BR,2021-11-30 01:43:02,-20.3297,-40.2925,78.94,87,40,5.99
316,Mesyagutovo,RU,2021-11-30 01:47:56,55.5303,58.2528,30.02,96,100,3.27
317,Touros,BR,2021-11-30 01:47:57,-5.1989,-35.4608,81.5,78,55,12.55
318,Tukrah,LY,2021-11-30 01:47:57,32.5341,20.5791,63.32,55,0,22.03
319,Saint-Philippe,RE,2021-11-30 01:47:58,-21.3585,55.7679,74.75,82,46,8.12
320,Bedford,GB,2021-11-30 01:47:58,52.1346,-0.4663,46.67,91,99,16.51
321,Samarai,PG,2021-11-30 01:48:29,-10.6167,150.6667,84.99,74,11,11.16
322,San Carlos De Bariloche,AR,2021-11-30 01:48:59,-41.1456,-71.3082,58.75,51,40,11.5
323,Verkh-Usugli,RU,2021-11-30 01:49:00,52.7,115.1667,7.11,79,15,2.57
324,Vostok,RU,2021-11-30 01:49:00,46.4856,135.8833,19.51,75,100,2.51
325,Panjab,AF,2021-11-30 01:49:01,34.388,67.0233,22.68,67,3,2.82
326,Tanout,NE,2021-11-30 01:49:01,14.9709,8.8879,68.11,15,9,11.77
327,Katobu,ID,2021-11-30 01:49:02,-4.9408,122.5276,80.51,81,100,2.77
328,Okhotsk,RU,2021-11-30 01:49:03,59.3833,143.3,-9.87,87,23,18.05
329,Leh,IN,2021-11-30 01:45:44,34.1667,77.5833,15.17,57,100,2.3
330,Bongandanga,CD,2021-11-30 01:49:03,1.5,21.05,69.08,96,97,0.69
331,Pemangkat,ID,2021-11-30 01:49:04,1.1667,108.9667,82.11,71,100,4.88
332,Laguna,US,2021-11-30 01:49:04,38.421,-121.4238,64.96,77,1,4.61
333,Talnakh,RU,2021-11-30 01:49:05,69.4865,88.3972,-9.06,92,100,2.86
334,Mayskiy,RU,2021-11-30 01:49:05,47.6931,40.1025,55.44,88,100,19.26
335,Ponta Do Sol,PT,2021-11-30 01:46:22,32.6667,-17.1,63.01,69,74,3.53
336,Brae,GB,2021-11-30 01:49:06,60.3964,-1.353,37.31,58,100,23.26
337,Arrecife,ES,2021-11-30 01:44:18,28.963,-13.5477,64.47,72,0,11.5
338,Bera,BD,2021-11-30 01:49:07,24.0833,89.6167,68.61,65,56,8.55
339,The Valley,AI,2021-11-30 01:49:07,18.217,-63.0578,80.46,69,5,12.93
340,Dromolaxia,CY,2021-11-30 01:49:08,34.8761,33.586,67.66,94,100,6.91
341,Campbellsville,US,2021-11-30 01:49:08,37.3434,-85.3419,41.11,36,96,3.0
342,Fonte Boa,BR,2021-11-30 01:49:09,-2.4959,-66.2662,74.52,96,100,2.93
343,Labuan,MY,2021-11-30 01:49:10,5.2767,115.2417,77.36,94,40,3.0
344,Mwinilunga,ZM,2021-11-30 01:49:10,-11.7358,24.4293,61.16,93,58,1.92
345,Griffith,US,2021-11-30 01:49:11,41.5284,-87.4237,39.97,60,90,1.99
346,Arcachon,FR,2021-11-30 01:49:11,44.5875,-1.0519,34.12,100,4,1.14
347,Mogadishu,SO,2021-11-30 01:46:20,2.0371,45.3438,79.48,72,16,14.29
348,Assiniboia,CA,2021-11-30 01:49:13,49.6334,-105.9845,35.51,86,0,5.75
349,Mehriz,IR,2021-11-30 01:49:14,31.5917,54.4318,43.3,56,12,2.37
350,Kirkwall,GB,2021-11-30 01:49:14,58.9848,-2.9587,41.34,81,20,12.66
351,Vanimo,PG,2021-11-30 01:49:15,-2.6741,141.3028,86.41,66,100,3.78
352,Bowen,AU,2021-11-30 01:49:15,-20.0167,148.2333,86.22,63,20,10.54
353,Nsanje,MW,2021-11-30 01:49:15,-16.92,35.262,64.78,80,24,2.89
354,Vestmanna,FO,2021-11-30 01:49:16,62.1564,-7.1664,32.92,69,90,5.75
355,Mago,RU,2021-11-30 01:49:16,53.2514,140.1822,11.37,72,100,1.79
356,Ortigueira,BR,2021-11-30 01:49:17,-24.2083,-50.9494,66.16,95,58,2.57
357,Pinega,RU,2021-11-30 01:49:17,64.7001,43.3936,10.4,93,100,8.12
358,Suzhou,CN,2021-11-30 01:49:18,31.3114,120.6181,53.47,53,29,22.39
359,Nantucket,US,2021-11-30 01:45:01,41.2835,-70.0995,39.31,62,90,13.8
360,Prince Rupert,CA,2021-11-30 01:49:18,54.3161,-130.3201,46.49,87,90,12.66
361,Bundibugyo,UG,2021-11-30 01:49:19,0.7414,30.0417,65.75,87,98,2.17
362,Naivasha,KE,2021-11-30 01:49:19,-0.7167,36.4359,61.11,93,68,2.15
363,Ossora,RU,2021-11-30 01:49:20,59.2353,163.0719,16.09,81,100,4.21
364,Oda,JP,2021-11-30 01:49:20,35.1833,132.5,52.57,66,72,18.23
365,Segezha,RU,2021-11-30 01:49:21,63.7415,34.3222,17.98,87,100,21.54
366,Penzance,GB,2021-11-30 01:48:20,50.1186,-5.5371,51.01,83,100,14.94
367,Alice Springs,AU,2021-11-30 01:49:02,-23.7,133.8833,89.15,17,0,3.44
368,Borba,BR,2021-11-30 01:49:22,-4.3878,-59.5939,76.03,92,99,2.82
369,Makakilo City,US,2021-11-30 01:47:37,21.3469,-158.0858,80.92,61,20,11.5
370,Theodoriana,GR,2021-11-30 01:50:22,39.4356,21.21,44.13,95,100,10.51
371,Beberibe,BR,2021-11-30 01:50:23,-4.1797,-38.1306,84.16,79,61,12.26
372,Saldanha,ZA,2021-11-30 01:50:23,-33.0117,17.9442,55.45,86,43,5.12
373,Andros Town,BS,2021-11-30 01:50:23,24.7,-77.7667,71.56,66,13,11.95
374,Pangkalanbuun,ID,2021-11-30 01:46:39,-2.6833,111.6167,86.83,61,22,3.47
375,Taldan,RU,2021-11-30 01:50:24,53.6667,124.8,4.21,73,19,2.04
376,Urumqi,CN,2021-11-30 01:50:25,43.801,87.6005,4.15,85,1,2.24
377,Hay River,CA,2021-11-30 01:50:25,60.8156,-115.7999,-13.02,70,40,6.91
378,Jiaojiang,CN,2021-11-30 01:50:26,28.6803,121.4428,54.7,79,71,14.94
379,Olga,RU,2021-11-30 01:50:26,43.7444,135.2892,34.95,61,100,4.76
380,Torbay,CA,2021-11-30 01:47:18,47.6666,-52.7314,46.27,93,90,13.8
381,Pinotepa Nacional,MX,2021-11-30 01:50:27,16.3167,-98.0167,72.82,83,0,1.5
382,Dunedin,NZ,2021-11-30 01:50:27,-45.8742,170.5036,62.44,67,100,8.14
383,Codrington,AU,2021-11-30 01:50:28,-38.2667,141.9667,84.06,25,9,7.87
384,Port Hedland,AU,2021-11-30 01:47:32,-20.3167,118.5667,95.05,52,0,11.5
385,Trinidad,BO,2021-11-30 01:50:28,-14.8333,-64.9,71.28,97,78,3.27
386,Dabat,ET,2021-11-30 01:50:29,12.9842,37.765,50.05,47,35,8.68
387,Emerald,AU,2021-11-30 01:50:30,-23.5333,148.1667,76.98,60,90,4.61
388,Yerbogachen,RU,2021-11-30 01:47:57,61.2767,108.0108,-15.95,99,73,4.16
389,Arman,RU,2021-11-30 01:50:30,59.7,150.1667,0.01,84,100,7.78
390,Vila,PT,2021-11-30 01:50:31,42.0304,-8.1588,40.33,93,100,2.44
391,Kyra,RU,2021-11-30 01:50:31,49.5776,111.9753,14.27,75,98,6.8
392,Borogontsy,RU,2021-11-30 01:50:32,62.6683,131.1683,-14.19,96,99,1.79
393,Walvis Bay,NA,2021-11-30 01:48:30,-22.9575,14.5053,60.1,94,0,2.3
394,Armeria,MX,2021-11-30 01:50:32,18.9333,-103.9667,83.5,73,56,2.19
395,Zhigansk,RU,2021-11-30 01:50:33,66.7697,123.3711,-16.29,98,100,1.41
396,Ketchikan,US,2021-11-30 01:50:34,55.3422,-131.6461,36.07,93,90,8.05
397,Marystown,CA,2021-11-30 01:50:34,47.1666,-55.1483,49.86,100,100,11.99
398,Aykhal,RU,2021-11-30 01:50:35,66.0,111.5,-26.88,100,12,1.74
399,Coquimbo,CL,2021-11-30 01:50:35,-29.9533,-71.3436,58.73,88,90,5.75
400,Dwarka,IN,2021-11-30 01:50:35,22.2394,68.9678,75.02,56,100,11.74
401,Rabat,MA,2021-11-30 01:50:36,33.9911,-6.8401,55.47,97,75,0.0
402,Bela,IN,2021-11-30 01:50:36,25.9333,81.9833,61.3,58,48,4.63
403,Canutama,BR,2021-11-30 01:50:37,-6.5339,-64.3831,76.8,88,45,2.33
404,Haines Junction,CA,2021-11-30 01:50:37,60.7522,-137.5108,-7.65,77,100,0.0
405,Mangrol,IN,2021-11-30 01:50:38,21.1167,70.1167,72.57,47,100,11.79
406,Santa Isabel,BR,2021-11-30 01:50:38,-23.3156,-46.2214,81.7,93,100,5.55
407,Horqueta,PY,2021-11-30 01:50:38,-23.3428,-57.0597,66.9,55,6,4.74
408,Abha,SA,2021-11-30 01:50:39,18.2164,42.5053,48.45,50,0,0.0
409,Badajoz,ES,2021-11-30 01:50:40,38.6667,-6.1667,48.31,91,15,3.09
410,Hamilton,US,2021-11-30 01:48:55,39.1834,-84.5333,41.81,43,90,1.01
411,Conde,BR,2021-11-30 01:50:40,-7.2597,-34.9075,80.06,78,20,5.75
412,Araouane,ML,2021-11-30 01:51:41,18.9048,-3.5265,66.69,29,2,11.81
413,Sierra Vista,US,2021-11-30 01:51:41,31.5545,-110.3037,59.94,45,1,6.91
414,Pangnirtung,CA,2021-11-30 01:51:37,66.1451,-65.7125,17.87,90,99,3.94
415,Smoky Lake,CA,2021-11-30 01:51:42,54.1169,-112.4686,29.16,74,100,4.61
416,Yulara,AU,2021-11-30 01:47:45,-25.2406,130.9889,89.44,17,0,6.91
417,Caraguatatuba,BR,2021-11-30 01:51:42,-23.6338,-45.4899,87.62,94,100,7.07
418,Angoche,MZ,2021-11-30 01:51:43,-16.2325,39.9086,73.83,80,7,2.62
419,Severo-Kurilsk,RU,2021-11-30 01:51:43,50.6789,156.125,32.02,67,98,29.73
420,Porosozero,RU,2021-11-30 01:51:43,62.7191,32.727,15.28,92,100,15.12
421,Shadegan,IR,2021-11-30 01:51:44,30.6497,48.6647,62.55,41,0,9.51
422,Shieli,KZ,2021-11-30 01:51:44,44.1667,66.75,37.22,35,98,2.57
423,Ust-Kuyga,RU,2021-11-30 01:51:45,70.0167,135.6,-13.07,98,100,3.78
424,Radnevo,BG,2021-11-30 01:51:45,42.3,25.9333,55.51,64,100,14.58
425,Souillac,MU,2021-11-30 01:51:46,-20.5167,57.5167,74.35,83,20,3.44
426,Pitimbu,BR,2021-11-30 01:51:46,-7.4706,-34.8086,81.19,78,59,9.62
427,Christchurch,NZ,2021-11-30 01:49:53,-43.5333,172.6333,68.02,74,90,5.99
428,Nuuk,GL,2021-11-30 01:51:47,64.1835,-51.7216,32.97,96,100,30.15
429,Kazuno,JP,2021-11-30 01:51:47,40.1836,140.7872,52.41,78,80,2.75
430,Jumla,NP,2021-11-30 01:47:16,29.2747,82.1838,44.58,16,100,5.1
431,Vanavara,RU,2021-11-30 01:51:48,60.34,102.2797,-5.67,95,100,4.05
432,Ilhabela,BR,2021-11-30 01:51:48,-23.7781,-45.3581,73.58,92,100,5.66
433,Thornbury,GB,2021-11-30 01:51:49,52.2333,-2.55,49.77,87,100,15.86
434,Karatsu,JP,2021-11-30 01:51:49,33.4425,129.9697,65.98,25,100,5.99
435,Hoshcha,UA,2021-11-30 01:51:50,50.6003,26.6744,33.17,92,100,21.34
436,Westport,US,2021-11-30 01:51:50,41.1415,-73.3579,36.95,73,20,1.01
437,Sokoni,TZ,2021-11-30 01:51:51,-6.4333,39.55,76.86,78,83,6.98
438,Oistins,BB,2021-11-30 01:51:51,13.0667,-59.5333,80.69,78,75,12.66
439,Malpe,IN,2021-11-30 01:51:52,13.35,74.7167,76.3,86,87,5.17
440,Luwuk,ID,2021-11-30 01:51:52,-0.9516,122.7875,81.7,77,99,0.49
441,Evensk,RU,2021-11-30 01:51:53,61.95,159.2333,16.9,94,100,4.56
442,Qui Nhon,VN,2021-11-30 01:51:53,13.7667,109.2333,76.35,96,100,19.93
443,Baykit,RU,2021-11-30 01:51:54,61.67,96.37,6.15,97,100,3.13
444,Ndele,CF,2021-11-30 01:51:54,8.4109,20.6473,76.28,41,72,2.51
445,Kalia,BD,2021-11-30 01:51:55,23.0396,89.6328,67.33,68,13,7.07
446,Lanigan,CA,2021-11-30 01:51:55,51.8501,-105.0344,32.29,90,10,7.2
447,Eyemouth,GB,2021-11-30 01:48:58,55.8713,-2.0901,51.24,79,100,18.61
448,Shingu,JP,2021-11-30 01:51:56,33.7333,135.9833,65.39,78,98,3.09
449,Leningradskiy,RU,2021-11-30 01:51:56,69.3833,178.4167,-21.93,95,40,8.57
450,Saint Marys,US,2021-11-30 01:51:57,30.7305,-81.5465,55.42,81,1,0.0
451,Fengcheng,CN,2021-11-30 01:51:57,40.4536,124.0717,32.5,76,100,17.05
452,Miandrivazo,MG,2021-11-30 01:51:58,-19.5167,45.4667,75.04,83,2,1.86
453,Kyaikto,MM,2021-11-30 01:51:59,17.3,97.0167,76.66,68,100,3.78
454,Wasilla,US,2021-11-30 01:49:05,61.5814,-149.4394,13.95,83,1,5.75
455,Arilje,RS,2021-11-30 01:51:59,43.7531,20.0956,34.16,96,100,4.79
456,Tahta,EG,2021-11-30 01:52:00,26.7693,31.5021,64.51,22,21,0.4
457,Svirstroy,RU,2021-11-30 01:53:00,60.7999,33.7248,22.08,93,100,13.76
458,Muyezerskiy,RU,2021-11-30 01:53:01,63.9333,31.65,15.67,86,100,16.26
459,Acambay,MX,2021-11-30 01:53:01,19.9558,-99.8417,50.59,75,1,3.24
460,Te Anau,NZ,2021-11-30 01:53:02,-45.4167,167.7167,68.86,40,48,3.11
461,Coihaique,CL,2021-11-30 01:53:02,-45.5752,-72.0662,50.61,66,0,3.44
462,Itirucu,BR,2021-11-30 01:53:03,-13.5317,-40.1503,65.28,94,80,2.71
463,Whitianga,NZ,2021-11-30 01:53:03,-36.8333,175.7,78.03,55,70,6.46
464,Alvand,IR,2021-11-30 01:53:04,36.3187,49.1678,40.53,62,0,6.49
465,Ulladulla,AU,2021-11-30 01:53:04,-35.35,150.4667,80.76,67,52,11.12
466,Vung Tau,VN,2021-11-30 01:53:05,10.346,107.0843,80.15,82,99,17.43
467,Olinda,BR,2021-11-30 01:48:54,-8.0089,-34.8553,82.13,74,40,6.91
468,Ahipara,NZ,2021-11-30 01:53:00,-35.1667,173.1667,70.57,62,30,8.14
469,Jinsha,CN,2021-11-30 01:53:06,32.0898,121.0735,48.92,66,28,22.62
470,Kaeo,NZ,2021-11-30 01:53:06,-35.1,173.7833,72.7,55,22,9.6
471,Vao,NC,2021-11-30 01:53:07,-22.6667,167.4833,76.82,88,7,13.94
472,Lusaka,ZM,2021-11-30 01:53:07,-15.4067,28.2871,68.7,38,100,8.43
473,Northam,GB,2021-11-30 01:53:08,51.0333,-4.2167,50.61,91,100,16.11
474,Boddam,GB,2021-11-30 01:53:08,57.4667,-1.7833,43.18,77,100,27.0
475,Cherskiy,RU,2021-11-30 01:53:08,68.75,161.3,-12.28,99,100,4.9
476,Khasan,RU,2021-11-30 01:53:09,42.4308,130.6434,33.6,98,100,11.36
477,Chipinge,ZW,2021-11-30 01:53:09,-20.1883,32.6236,62.76,60,13,3.87
478,Moyale,KE,2021-11-30 01:53:10,3.5167,39.0584,65.55,82,87,6.98
479,Morris,US,2021-11-30 01:53:10,40.8334,-74.5329,33.08,72,1,3.0
480,Skelleftea,SE,2021-11-30 01:53:11,64.7507,20.9528,14.4,90,85,3.06
481,Almaty,KZ,2021-11-30 01:53:11,43.25,76.95,19.31,86,20,2.24
482,Leova,MD,2021-11-30 01:53:12,46.4786,28.2553,36.54,78,55,4.7
483,Malartic,CA,2021-11-30 01:53:12,48.1335,-78.1328,19.22,91,100,1.12
484,Mucurapo,TT,2021-11-30 01:53:12,10.6667,-61.5333,79.12,79,99,9.22
485,Siachoque,CO,2021-11-30 01:53:13,5.5124,-73.2444,49.64,98,100,1.45
486,Pisco,PE,2021-11-30 01:53:13,-13.7,-76.2167,64.45,82,0,13.8
487,Havelock,US,2021-11-30 01:48:25,34.8791,-76.9013,44.55,69,5,3.62
488,Naze,JP,2021-11-30 01:53:14,28.3667,129.4833,72.52,71,3,18.52
489,Hasaki,JP,2021-11-30 01:53:14,35.7333,140.8333,54.28,66,92,16.26
490,Nioki,CD,2021-11-30 01:53:15,-2.7167,17.6833,70.47,97,100,0.76
491,Markdale,CA,2021-11-30 01:53:15,44.3168,-80.6497,29.68,97,96,4.85
492,Khandyga,RU,2021-11-30 01:53:16,62.6667,135.6,-16.89,98,99,0.54
493,Noboribetsu,JP,2021-11-30 01:53:17,42.4514,141.1731,44.76,79,100,3.18
494,Mana,GF,2021-11-30 01:53:17,5.6592,-53.7767,76.84,92,84,6.76
495,Asau,RO,2021-11-30 01:53:17,46.4333,26.4,35.96,82,100,3.18
496,Bada,RU,2021-11-30 01:53:18,51.392,109.8717,17.51,87,100,9.69
497,Ibarra,EC,2021-11-30 01:53:19,0.35,-78.1167,57.74,92,100,0.81
498,Portland,US,2021-11-30 01:50:43,45.5234,-122.6762,57.78,95,90,4.61
499,Kendal,GB,2021-11-30 01:48:31,54.3268,-2.7476,50.43,99,100,18.23
500,Saravan,AM,2021-11-30 01:53:19,39.7196,45.6483,29.05,66,21,5.08
501,Aksu,CN,2021-11-30 01:49:04,41.1231,80.2644,22.57,53,48,0.83
502,Viedma,AR,2021-11-30 01:54:20,-40.8135,-62.9967,57.6,62,38,5.68
503,Kinshasa,CD,2021-11-30 01:54:20,-4.3246,15.3215,73.78,94,40,0.0
504,Calabar,NG,2021-11-30 01:54:21,4.9517,8.322,75.2,95,94,1.48
505,Tessalit,ML,2021-11-30 01:54:22,20.1986,1.0114,68.31,28,3,10.56
506,Kenora,CA,2021-11-30 01:54:22,49.8167,-94.4337,27.79,93,75,4.61
507,Halifax,CA,2021-11-30 01:53:08,44.6453,-63.5724,46.4,96,100,5.01
508,West Bay,KY,2021-11-30 01:54:23,19.3667,-81.4167,78.87,67,0,1.01
509,Sampit,ID,2021-11-30 01:54:23,-2.5333,112.95,85.1,66,43,4.29
510,Ust-Tsilma,RU,2021-11-30 01:54:24,65.441,52.1498,-13.95,100,90,1.61
511,Muzaffarabad,PK,2021-11-30 01:51:36,34.37,73.4711,51.64,29,92,6.29
512,Penha,BR,2021-11-30 01:51:51,-26.7694,-48.6458,75.07,94,40,0.0
513,Faxinal,BR,2021-11-30 01:54:25,-24.0003,-51.3194,64.0,96,60,2.13
514,Lieksa,FI,2021-11-30 01:54:25,63.3167,30.0167,18.45,88,100,18.86
515,Prieska,ZA,2021-11-30 01:54:25,-29.6641,22.7474,67.26,23,34,4.16
516,Bahar,IR,2021-11-30 01:54:26,34.9072,48.4414,42.84,60,0,2.57
517,Kudahuvadhoo,MV,2021-11-30 01:54:26,2.6708,72.8944,82.35,75,16,16.6
518,Korhogo,CI,2021-11-30 01:54:27,9.45,-5.6333,73.87,44,4,3.83
519,Ammon,US,2021-11-30 01:54:27,43.4696,-111.9666,43.83,67,3,1.01
520,Lodja,CD,2021-11-30 01:54:28,-3.4833,23.4333,68.36,98,100,1.39
521,Muisne,EC,2021-11-30 01:54:28,0.6,-80.0333,75.2,81,100,11.27
522,Denpasar,ID,2021-11-30 01:52:46,-8.65,115.2167,80.26,88,40,9.22
523,Moniquira,CO,2021-11-30 01:54:29,5.8764,-73.5728,61.02,99,100,1.74
524,Hobyo,SO,2021-11-30 01:54:29,5.3505,48.5268,78.04,70,8,15.05
525,Caravelas,BR,2021-11-30 01:54:30,-17.7125,-39.2481,76.14,92,94,10.13
526,Chicama,PE,2021-11-30 01:54:30,-7.8447,-79.1469,63.14,82,100,6.62
527,Simga,IN,2021-11-30 01:54:31,21.6333,81.7,61.32,49,67,5.1
528,Kuching,MY,2021-11-30 01:54:01,1.55,110.3333,80.82,83,20,3.44
529,Nyazepetrovsk,RU,2021-11-30 01:54:31,56.0531,59.6028,30.09,97,100,3.0
530,Ejido,VE,2021-11-30 01:54:32,8.5514,-71.2375,65.68,87,82,5.12
531,Baker City,US,2021-11-30 01:53:07,44.7749,-117.8344,42.64,86,68,2.95
532,College,US,2021-11-30 01:49:54,64.8569,-147.8028,-10.41,74,75,0.0
533,Talcahuano,CL,2021-11-30 01:54:33,-36.7167,-73.1167,56.88,72,0,13.8
534,Saint-Augustin,CA,2021-11-30 01:54:33,51.226,-58.6502,32.07,98,100,9.95
535,Siyabuswa,ZA,2021-11-30 01:54:34,-25.1132,29.0445,70.74,61,92,3.0
536,Hami,CN,2021-11-30 01:54:34,42.8,93.45,23.79,56,31,2.37
537,Sitka,US,2021-11-30 01:54:35,57.0531,-135.33,34.09,94,100,6.8
538,Gravdal,NO,2021-11-30 01:54:35,68.1214,13.5031,29.77,82,100,14.03
539,Mehamn,NO,2021-11-30 01:54:35,71.0357,27.8492,16.25,88,58,15.84
540,Along,IN,2021-11-30 01:54:36,28.1667,94.7667,60.64,50,44,1.48
541,Gwadar,PK,2021-11-30 01:54:36,25.1216,62.3254,73.26,54,0,6.78
542,Kavieng,PG,2021-11-30 01:54:37,-2.5744,150.7967,85.44,66,92,15.03
543,Ampanihy,MG,2021-11-30 01:54:37,-24.7,44.75,62.31,91,3,2.04
544,Kapuvar,HU,2021-11-30 01:54:38,47.5922,17.0289,36.32,71,11,19.35
545,Vikhorevka,RU,2021-11-30 01:54:38,56.1201,101.1636,18.99,94,100,5.26
546,Tromso,NO,2021-11-30 01:54:39,69.6496,18.957,21.22,58,0,21.85
547,Marienburg,PL,2021-11-30 01:54:06,54.0359,19.0266,31.95,80,67,12.97
548,Nouna,BF,2021-11-30 01:54:39,12.7333,-3.8667,74.98,15,21,4.99
549,Kostino,RU,2021-11-30 01:55:40,58.9097,53.2691,33.22,98,100,10.18
550,Kajaani,FI,2021-11-30 01:55:40,64.2273,27.7285,10.45,85,20,10.36
551,Ariquemes,BR,2021-11-30 01:55:41,-9.9133,-63.0408,73.35,94,41,1.14
552,Arandis,NA,2021-11-30 01:55:41,-22.4167,14.9667,53.47,63,0,1.54
553,Purworejo,ID,2021-11-30 01:55:42,-6.7872,111.9224,81.91,72,80,2.77
554,Faya,SA,2021-11-30 01:55:42,18.3851,42.4509,48.72,49,0,6.96
555,Podgornoye,RU,2021-11-30 01:55:43,51.735,39.1496,52.02,71,90,20.13
556,Oga,IT,2021-11-30 01:55:43,46.4631,10.347,19.24,98,80,4.99
557,Sao Gabriel Da Cachoeira,BR,2021-11-30 01:55:44,-0.1303,-67.0892,75.25,91,92,0.78
558,Hualmay,PE,2021-11-30 01:55:44,-11.0964,-77.6139,66.04,84,52,8.75
559,Buchanan,LR,2021-11-30 01:55:45,5.8808,-10.0467,78.76,82,100,3.74
560,Maltahohe,NA,2021-11-30 01:55:45,-24.8333,16.9833,59.77,35,0,3.87
561,Cartagena,CO,2021-11-30 01:55:46,10.3997,-75.5144,82.02,89,40,6.91
562,Lamu,KE,2021-11-30 01:55:46,-2.2717,40.902,79.02,81,75,7.16
563,Lagoa,PT,2021-11-30 01:55:47,39.05,-27.9833,60.26,64,44,7.58
564,Suntar,RU,2021-11-30 01:55:48,62.1444,117.6319,-6.77,97,99,1.25
565,Samur,RU,2021-11-30 01:55:48,41.8253,48.486,50.41,69,7,9.6
