City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Course Description
260,Boffa,GN,2021-12-03 20:47:43,10.1667,-14.0333,81.5,80,78,3.89,broken clouds
261,Pravia,ES,2021-12-03 20:47:43,43.4906,-6.1508,57.07,71,40,6.91,scattered clouds
262,Norman Wells,CA,2021-12-03 20:47:44,65.282,-126.8329,-36.36,61,20,2.3,few clouds
263,Champoton,MX,2021-12-03 20:47:44,19.35,-90.7167,77.68,78,94,10.16,overcast clouds
264,Florida,US,2021-12-03 20:47:45,28.7505,-82.5001,76.08,72,1,1.01,clear sky
265,Alugan,PH,2021-12-03 20:47:46,12.2188,125.4808,78.31,74,100,15.28,overcast clouds
266,Villacidro,IT,2021-12-03 20:47:46,39.4578,8.7406,44.49,82,6,6.17,clear sky
267,Palana,RU,2021-12-03 20:47:46,59.1167,159.9667,22.51,87,100,20.33,snow
268,Kattivakkam,IN,2021-12-03 20:47:47,13.2167,80.3167,78.08,89,91,9.31,overcast clouds
269,Phangnga,TH,2021-12-03 20:47:47,8.4509,98.5298,78.84,96,100,3.83,overcast clouds
270,Mao,ES,2021-12-03 20:47:48,39.8885,4.2658,46.96,71,20,5.75,few clouds
271,Zarand,IR,2021-12-03 20:47:49,30.8127,56.564,43.66,77,1,3.83,clear sky
272,Klaksvik,FO,2021-12-03 20:47:49,62.2266,-6.589,36.52,67,36,4.12,scattered clouds
273,Coronado,US,2021-12-03 20:47:50,32.6859,-117.1831,76.5,71,40,9.22,scattered clouds
274,Bauchi,NG,2021-12-03 20:47:50,10.5,10.0,71.82,29,18,4.16,few clouds
275,Nelson Bay,AU,2021-12-03 20:47:51,-32.7167,152.15,70.11,96,68,5.73,broken clouds
276,Benguela,AO,2021-12-03 20:47:51,-12.5763,13.4055,77.7,83,100,6.62,light rain
277,Berlevag,NO,2021-12-03 20:47:52,70.8578,29.0864,17.4,67,0,6.91,clear sky
278,Ponta Delgada,PT,2021-12-03 20:47:53,37.7333,-25.6667,63.5,88,40,8.05,scattered clouds
279,Diego De Almagro,CL,2021-12-03 20:47:53,-26.3667,-70.05,79.7,14,15,11.92,few clouds
280,Srednekolymsk,RU,2021-12-03 20:47:54,67.45,153.6833,-14.82,97,100,15.5,light snow
281,Byron Bay,AU,2021-12-03 20:47:54,-28.65,153.6167,76.05,85,28,3.78,scattered clouds
282,Pangody,RU,2021-12-03 20:47:55,65.85,74.4859,-15.52,90,98,7.58,overcast clouds
283,Ahuimanu,US,2021-12-03 20:47:56,21.4447,-157.8378,79.45,83,90,16.11,light rain
284,Souillac,MU,2021-12-03 20:47:56,-20.5167,57.5167,78.37,83,20,8.05,few clouds
285,Avanigadda,IN,2021-12-03 20:47:57,16.0215,80.9181,67.17,80,27,3.11,light rain
286,Nogliki,RU,2021-12-03 20:47:57,51.8333,143.1667,-1.16,88,84,12.24,broken clouds
287,Aswan,EG,2021-12-03 20:47:58,24.0934,32.907,69.1,37,0,9.22,clear sky
288,College,US,2021-12-03 20:47:58,64.8569,-147.8028,-21.01,72,1,0.0,clear sky
289,Moron,AR,2021-12-03 20:47:59,-34.6534,-58.6198,77.02,45,37,5.99,scattered clouds
290,Hay River,CA,2021-12-03 20:45:33,60.8156,-115.7999,-5.82,77,75,16.11,light snow
291,Kirksville,US,2021-12-03 20:47:59,40.1948,-92.5833,61.05,49,1,4.0,clear sky
292,Peniche,PT,2021-12-03 20:48:00,39.3558,-9.3811,55.62,80,38,8.03,scattered clouds
293,Emba,KZ,2021-12-03 20:48:00,48.8264,58.1442,28.62,91,28,7.56,scattered clouds
294,Vrangel,RU,2021-12-03 20:48:01,42.7297,133.0839,21.96,66,46,11.83,scattered clouds
295,Marsaxlokk,MT,2021-12-03 20:48:01,35.8419,14.5431,56.08,76,20,14.97,few clouds
296,Yulara,AU,2021-12-03 20:48:02,-25.2406,130.9889,78.64,31,0,9.22,clear sky
297,Flinders,AU,2021-12-03 20:48:02,-34.5833,150.8552,66.18,89,100,5.77,overcast clouds
298,Aksarka,RU,2021-12-03 20:48:03,66.5606,67.7975,-10.1,92,100,9.69,overcast clouds
299,Boldumsaz,TM,2021-12-03 20:48:03,42.1282,59.671,37.45,68,100,9.42,overcast clouds
300,Bambanglipuro,ID,2021-12-03 20:48:03,-7.95,110.2833,77.38,87,97,4.74,overcast clouds
301,West Wendover,US,2021-12-03 20:48:04,40.7391,-114.0733,42.01,56,1,5.75,clear sky
302,Coruripe,BR,2021-12-03 20:45:03,-10.1256,-36.1756,79.7,80,14,14.45,few clouds
303,Korla,CN,2021-12-03 20:48:05,41.7597,86.1469,25.72,50,55,2.98,broken clouds
304,Nishihara,JP,2021-12-03 20:48:06,26.1842,127.7558,63.68,57,90,4.61,overcast clouds
305,Severo-Kurilsk,RU,2021-12-03 20:48:06,50.6789,156.125,38.41,90,100,14.83,overcast clouds
306,Lerwick,GB,2021-12-03 20:48:07,60.1545,-1.1494,42.8,71,34,8.19,scattered clouds
307,Shimoda,JP,2021-12-03 20:48:07,34.6667,138.95,52.88,64,0,25.34,clear sky
308,Cabo San Lucas,MX,2021-12-03 20:44:24,22.8909,-109.9124,90.7,65,92,3.0,overcast clouds
309,Ouargaye,BF,2021-12-03 20:48:08,11.5033,0.0572,83.62,17,9,7.43,clear sky
310,Agadir,MA,2021-12-03 20:44:17,30.4202,-9.5982,55.85,54,0,3.56,clear sky
311,San Carlos De Bariloche,AR,2021-12-03 20:48:09,-41.1456,-71.3082,65.95,30,75,6.91,broken clouds
312,Kentau,KZ,2021-12-03 20:48:09,43.5206,68.5094,46.74,52,100,10.83,overcast clouds
313,Coihaique,CL,2021-12-03 20:46:27,-45.5752,-72.0662,67.95,30,20,8.05,few clouds
314,Dingle,PH,2021-12-03 20:48:10,10.9995,122.6711,72.48,92,99,8.25,overcast clouds
315,Sandovo,RU,2021-12-03 20:48:10,58.4602,36.4128,28.92,97,100,8.14,light snow
316,Gemena,CD,2021-12-03 20:48:11,3.25,19.7667,71.01,97,100,2.35,light rain
317,Aklavik,CA,2021-12-03 20:48:12,68.2191,-135.0107,-24.77,68,40,4.61,scattered clouds
318,Nongstoin,IN,2021-12-03 20:48:12,25.5167,91.2667,52.41,54,81,3.47,broken clouds
319,Cururupu,BR,2021-12-03 20:48:13,-1.8283,-44.8683,77.34,88,89,3.36,overcast clouds
320,Kuito,AO,2021-12-03 20:48:13,-12.3833,16.9333,61.16,86,100,3.91,overcast clouds
321,Masuguru,TZ,2021-12-03 20:48:14,-11.3667,38.4167,77.54,66,39,7.38,scattered clouds
322,Thaba-Tseka,LS,2021-12-03 20:48:15,-29.522,28.6084,60.01,55,99,0.87,overcast clouds
323,Nome,US,2021-12-03 20:48:15,64.5011,-165.4064,6.87,78,90,29.93,fog
324,Santa Luzia,BR,2021-12-03 20:48:15,-19.7697,-43.8514,66.34,94,75,11.5,thunderstorm with rain
325,Mabaruma,GY,2021-12-03 20:48:16,8.2,-59.7833,79.32,80,93,4.9,overcast clouds
326,Grand-Santi,GF,2021-12-03 20:48:17,4.25,-54.3833,75.65,96,75,2.55,broken clouds
327,Meulaboh,ID,2021-12-03 20:48:17,4.1363,96.1285,75.87,84,99,3.15,overcast clouds
328,Singarayakonda,IN,2021-12-03 20:48:18,15.25,80.0333,71.26,78,99,3.4,overcast clouds
329,Jinchang,CN,2021-12-03 20:48:19,38.4953,102.1739,31.17,24,0,3.11,clear sky
330,Gasa,PS,2021-12-03 20:48:19,31.5,34.4667,59.92,60,100,4.21,overcast clouds
331,Qaqortoq,GL,2021-12-03 20:48:20,60.7167,-46.0333,19.9,63,91,10.94,overcast clouds
332,Muros,ES,2021-12-03 20:48:20,42.7762,-9.0603,57.24,94,53,15.37,broken clouds
333,Palaikastron,GR,2021-12-03 20:48:21,35.2,26.25,64.74,66,100,20.27,overcast clouds
334,Gat,IL,2021-12-03 20:48:21,31.61,34.7642,62.4,60,100,1.21,overcast clouds
335,Leninskoye,KZ,2021-12-03 20:48:22,41.7589,69.3864,49.78,42,100,4.09,overcast clouds
336,Jutai,BR,2021-12-03 20:48:22,-5.1833,-68.9,77.47,91,100,1.72,moderate rain
337,Udachnyy,RU,2021-12-03 20:48:23,66.4167,112.4,-7.87,98,100,13.91,light snow
338,Nizhniy Kuranakh,RU,2021-12-03 20:48:23,58.8353,125.4869,-1.75,98,100,3.24,light snow
339,Te Anau,NZ,2021-12-03 20:48:24,-45.4167,167.7167,57.85,98,100,1.77,overcast clouds
340,North Bend,US,2021-12-03 20:48:24,43.4065,-124.2243,56.16,88,1,3.44,clear sky
341,Bridlington,GB,2021-12-03 20:48:25,54.0831,-0.1919,43.02,89,62,9.98,broken clouds
342,Prince Rupert,CA,2021-12-03 20:45:34,54.3161,-130.3201,38.89,89,90,14.97,mist
343,Port Hardy,CA,2021-12-03 20:48:25,50.6996,-127.4199,41.76,87,75,3.44,broken clouds
344,Campobasso,IT,2021-12-03 20:48:26,41.6333,14.5833,43.81,85,95,7.27,overcast clouds
345,Mareeba,AU,2021-12-03 20:48:26,-17.0,145.4333,76.44,85,100,2.39,overcast clouds
346,Tapalpa,MX,2021-12-03 20:48:27,19.95,-103.7667,72.66,32,63,0.63,broken clouds
347,Sokoto,NG,2021-12-03 20:48:27,13.0609,5.239,77.95,16,27,9.28,scattered clouds
348,Marsh Harbour,BS,2021-12-03 20:48:28,26.5412,-77.0636,73.96,61,52,7.99,broken clouds
349,La Asuncion,VE,2021-12-03 20:48:29,11.0333,-63.8628,87.53,62,100,14.97,overcast clouds
350,Iguape,BR,2021-12-03 20:48:29,-24.7081,-47.5553,73.35,71,24,10.49,few clouds
351,Ketchikan,US,2021-12-03 20:48:29,55.3422,-131.6461,34.27,100,90,4.61,mist
352,Fort Nelson,CA,2021-12-03 20:48:30,58.8053,-122.7002,-11.61,77,40,2.3,scattered clouds
353,Bhanpura,IN,2021-12-03 20:48:30,24.513,75.7469,62.2,58,0,6.67,clear sky
354,Kitwe,ZM,2021-12-03 20:48:31,-12.7961,28.2477,73.63,43,44,6.35,scattered clouds
355,Colesberg,ZA,2021-12-03 20:48:31,-30.72,25.0972,66.88,50,100,3.38,overcast clouds
356,Enshi,CN,2021-12-03 20:48:32,30.3,109.4833,44.56,87,5,0.22,clear sky
357,Porto Santo,PT,2021-12-03 20:48:32,33.072,-16.3415,64.31,59,75,14.97,broken clouds
358,Kavieng,PG,2021-12-03 20:48:33,-2.5744,150.7967,82.8,77,74,8.81,broken clouds
359,Nemuro,JP,2021-12-03 20:48:33,43.3236,145.575,41.13,77,22,17.92,few clouds
360,Hami,CN,2021-12-03 20:48:34,42.8,93.45,24.1,61,0,3.36,clear sky
361,Juneau,US,2021-12-03 20:48:35,58.3019,-134.4197,30.85,94,90,8.05,snow
362,Sladkovo,RU,2021-12-03 20:48:35,55.5284,70.3385,25.48,94,99,15.03,light snow
363,Port Hedland,AU,2021-12-03 20:48:35,-20.3167,118.5667,77.05,78,9,6.91,clear sky
364,Sabha,LY,2021-12-03 20:48:36,27.0377,14.4283,63.39,13,73,16.37,broken clouds
365,Peremyshlyany,UA,2021-12-03 20:48:36,49.6652,24.5585,23.34,85,24,6.93,few clouds
366,Aguimes,ES,2021-12-03 20:48:37,27.9054,-15.4461,63.23,59,40,23.02,scattered clouds
367,Saurimo,AO,2021-12-03 20:48:37,-9.6608,20.3916,66.43,90,77,3.69,broken clouds
368,Gergebil,RU,2021-12-03 20:48:38,42.5047,47.0661,30.69,47,5,3.96,clear sky
369,Anaconda,US,2021-12-03 20:48:38,46.1285,-112.9423,50.99,40,57,8.19,broken clouds
370,Okitipupa,NG,2021-12-03 20:48:39,6.5047,4.7839,78.21,89,100,1.48,overcast clouds
371,Ordu,TR,2021-12-03 20:48:39,40.9086,37.6845,34.3,52,0,9.37,clear sky
372,Brokopondo,SR,2021-12-03 20:48:40,4.75,-55.1667,78.03,88,44,6.06,scattered clouds
373,Bolgatanga,GH,2021-12-03 20:48:40,10.7856,-0.8514,83.41,18,32,4.14,scattered clouds
374,Roald,NO,2021-12-03 20:48:41,62.5833,6.1333,31.33,64,75,3.44,light snow
375,Narasapur,IN,2021-12-03 20:48:41,16.45,81.6667,70.45,80,84,3.89,broken clouds
376,Sungaipenuh,ID,2021-12-03 20:48:42,-2.0833,101.3833,65.05,94,100,2.77,light rain
377,Uhlove,UA,2021-12-03 20:48:42,44.8215,33.6045,55.56,83,76,21.61,broken clouds
378,Baoding,CN,2021-12-03 20:48:43,38.8511,115.4903,37.58,41,4,2.39,clear sky
379,North Myrtle Beach,US,2021-12-03 20:45:01,33.816,-78.68,78.03,55,1,5.75,clear sky
380,Saldanha,ZA,2021-12-03 20:48:44,-33.0117,17.9442,62.65,80,38,25.37,scattered clouds
381,Shaunavon,CA,2021-12-03 20:48:24,49.6501,-108.4181,29.98,30,100,7.54,overcast clouds
382,Aksaray,TR,2021-12-03 20:48:44,38.3726,34.0254,35.19,39,100,2.26,overcast clouds
383,Rocha,UY,2021-12-03 20:48:45,-34.4833,-54.3333,68.76,67,63,11.18,broken clouds
384,Parakou,BJ,2021-12-03 20:48:45,9.3372,2.6303,80.19,21,88,4.5,overcast clouds
385,Champerico,GT,2021-12-03 20:48:46,14.3,-91.9167,93.74,64,70,7.67,broken clouds
386,Tehachapi,US,2021-12-03 20:48:46,35.1322,-118.449,69.87,16,1,3.0,clear sky
387,Santa Vitoria Do Palmar,BR,2021-12-03 20:48:47,-33.5189,-53.3681,67.59,71,65,11.05,broken clouds
388,Maningrida,AU,2021-12-03 20:48:47,-12.0667,134.2667,83.71,75,63,2.66,broken clouds
389,San Carlos,VE,2021-12-03 20:48:48,9.6612,-68.5827,87.13,53,100,2.68,overcast clouds
390,Saint Anthony,US,2021-12-03 20:48:48,45.0205,-93.218,45.48,82,40,1.99,scattered clouds
391,Brenham,US,2021-12-03 20:48:48,30.1669,-96.3977,81.43,72,40,9.22,scattered clouds
392,Luderitz,NA,2021-12-03 20:48:49,-26.6481,15.1594,60.13,88,19,10.76,few clouds
393,Impfondo,CG,2021-12-03 20:48:49,1.6381,18.0667,72.52,94,100,2.64,light rain
394,Caconda,AO,2021-12-03 20:48:50,-13.7333,15.0667,61.54,95,100,1.16,light rain
395,Duma,CN,2021-12-03 20:48:50,34.7653,108.135,15.82,37,0,3.4,clear sky
396,Bandar,ID,2021-12-03 20:48:51,2.05,99.75,72.43,94,100,1.34,overcast clouds
397,Aksu,CN,2021-12-03 20:48:51,41.1231,80.2644,25.99,50,99,0.6,overcast clouds
398,Lagos,NG,2021-12-03 20:48:52,6.5833,3.75,84.52,85,98,5.21,overcast clouds
399,Oga,IT,2021-12-03 20:48:52,46.4631,10.347,22.69,45,42,2.06,scattered clouds
400,Morondava,MG,2021-12-03 20:48:53,-20.2833,44.2833,80.76,84,38,12.71,scattered clouds
401,Aripuana,BR,2021-12-03 20:48:53,-9.1667,-60.6333,77.05,96,100,0.89,overcast clouds
402,Anadyr,RU,2021-12-03 20:48:54,64.75,177.4833,16.3,78,20,24.61,few clouds
403,Panino,RU,2021-12-03 20:48:54,51.6467,40.1346,47.97,84,96,20.62,overcast clouds
404,Onda,ES,2021-12-03 20:48:55,39.9667,-0.25,54.05,59,7,6.71,clear sky
405,Viedma,AR,2021-12-03 20:48:55,-40.8135,-62.9967,64.0,33,79,14.07,broken clouds
406,Tateyama,JP,2021-12-03 20:48:56,34.9833,139.8667,46.42,57,0,19.93,clear sky
407,Lethem,GY,2021-12-03 20:48:56,3.3803,-59.7968,86.97,54,97,8.16,overcast clouds
408,Podgornoye,RU,2021-12-03 20:48:58,51.735,39.1496,48.42,76,90,15.66,overcast clouds
409,Wukari,NG,2021-12-03 20:48:58,7.85,9.7833,81.43,24,57,0.36,broken clouds
410,Burnie,AU,2021-12-03 20:48:59,-41.0667,145.9167,53.4,84,74,13.8,broken clouds
411,Miles City,US,2021-12-03 20:48:59,46.4083,-105.8406,41.5,44,90,12.66,overcast clouds
412,Sarakhs,IR,2021-12-03 20:49:00,36.5449,61.1577,42.04,82,100,12.08,overcast clouds
413,Makaha,US,2021-12-03 20:49:00,21.4694,-158.2175,79.65,94,90,13.8,heavy intensity rain
414,Rehoboth,NA,2021-12-03 20:49:01,-23.3167,17.0833,66.6,31,50,8.81,scattered clouds
415,Itaituba,BR,2021-12-03 20:49:01,-4.2761,-55.9836,80.76,89,40,8.05,scattered clouds
416,Cooma,AU,2021-12-03 20:49:02,-36.2333,149.1333,53.37,100,90,10.36,overcast clouds
417,Progreso,MX,2021-12-03 20:49:02,21.2833,-89.6667,77.68,74,70,15.5,broken clouds
418,Kholmogory,RU,2021-12-03 20:49:03,64.2229,41.656,-5.69,89,18,6.51,few clouds
419,Pisco,PE,2021-12-03 20:49:03,-13.7,-76.2167,73.45,64,0,20.71,clear sky
420,Havoysund,NO,2021-12-03 20:49:04,70.9963,24.6622,23.23,81,43,11.99,scattered clouds
421,Namatanai,PG,2021-12-03 20:49:04,-3.6667,152.4333,81.18,83,97,6.93,moderate rain
422,Zapolyarnyy,RU,2021-12-03 20:49:05,69.4154,30.8136,6.08,98,59,4.83,broken clouds
423,Urumqi,CN,2021-12-03 20:49:04,43.801,87.6005,11.35,85,69,6.71,mist
424,Abu Kamal,SY,2021-12-03 20:49:05,34.4506,40.9171,53.42,39,41,3.38,scattered clouds
425,Geraldton,AU,2021-12-03 20:44:29,-28.7667,114.6,73.13,68,0,12.66,clear sky
426,Vanavara,RU,2021-12-03 20:49:06,60.34,102.2797,29.05,96,100,12.17,snow
427,Samana,DO,2021-12-03 20:49:07,19.2056,-69.3369,84.42,74,40,6.91,scattered clouds
428,Santa Lucia,ES,2021-12-03 20:49:07,27.9117,-15.5407,58.32,59,40,23.02,scattered clouds
429,Gravdal,NO,2021-12-03 20:49:08,68.1214,13.5031,28.29,50,40,12.66,scattered clouds
430,Vilyuysk,RU,2021-12-03 20:49:08,63.7553,121.6247,-15.59,88,94,11.99,overcast clouds
431,Verkh-Usugli,RU,2021-12-03 20:49:09,52.7,115.1667,3.16,99,82,2.48,broken clouds
432,Matiri,TZ,2021-12-03 20:49:09,-10.75,34.9,70.09,50,52,8.55,broken clouds
433,Sal Rei,CV,2021-12-03 20:49:10,16.1833,-22.9167,72.16,68,2,23.78,clear sky
434,Khanpur,PK,2021-12-03 20:49:10,28.6453,70.6567,62.02,23,0,4.43,clear sky
435,Boa Vista,BR,2021-12-03 20:49:10,2.8197,-60.6733,87.78,55,40,17.27,scattered clouds
436,Beyneu,KZ,2021-12-03 20:49:11,45.3167,55.2,34.56,68,4,9.48,clear sky
437,Esqueda,MX,2021-12-03 20:49:11,30.7167,-109.5833,71.6,17,36,6.8,scattered clouds
438,Tahe,CN,2021-12-03 20:49:12,52.3333,124.7333,-8.63,93,20,3.42,few clouds
439,Maraba,BR,2021-12-03 20:49:12,-5.3686,-49.1178,80.78,83,75,3.44,broken clouds
440,Marondera,ZW,2021-12-03 20:49:13,-18.1853,31.5519,67.96,47,5,7.67,clear sky
441,Sistranda,NO,2021-12-03 20:49:13,63.7256,8.834,23.9,67,11,19.75,few clouds
442,Kavaratti,IN,2021-12-03 20:49:14,10.5669,72.642,81.09,74,2,1.48,clear sky
443,Anton Lizardo,MX,2021-12-03 20:49:14,19.05,-95.9833,84.22,69,5,6.51,clear sky
444,Biltine,TD,2021-12-03 20:49:15,14.5333,20.9167,77.29,21,0,8.12,clear sky
445,Broome,US,2021-12-03 20:49:15,42.2506,-75.833,36.7,67,75,5.99,broken clouds
446,Eureka,US,2021-12-03 20:47:30,40.8021,-124.1637,51.19,76,51,2.91,broken clouds
447,Marawi,PH,2021-12-03 20:49:16,7.9986,124.2928,62.65,98,94,3.18,overcast clouds
448,Necochea,AR,2021-12-03 20:49:17,-38.5473,-58.7368,57.04,82,100,15.68,overcast clouds
449,Velyka Oleksandrivka,UA,2021-12-03 20:49:17,47.3197,33.3037,46.87,92,100,9.01,overcast clouds
450,Araioses,BR,2021-12-03 20:49:18,-2.89,-41.9031,82.13,77,61,10.13,broken clouds
451,Dolores,AR,2021-12-03 20:49:18,-36.3132,-57.6792,66.88,71,100,5.23,overcast clouds
452,Oistins,BB,2021-12-03 20:49:19,13.0667,-59.5333,82.49,69,20,17.27,few clouds
453,Rajula,IN,2021-12-03 20:49:19,21.05,71.4333,70.83,59,0,8.23,clear sky
454,Payo,ID,2021-12-03 20:49:20,-3.7508,103.6372,73.29,98,100,2.59,overcast clouds
455,Fare,PF,2021-12-03 20:49:20,-16.7,-151.0167,81.37,68,98,18.68,overcast clouds
456,Kambove,CD,2021-12-03 20:49:21,-10.8764,26.5969,64.42,75,21,2.53,few clouds
457,Price,US,2021-12-03 20:44:35,39.5994,-110.8107,56.71,35,1,4.61,clear sky
458,Rorvik,NO,2021-12-03 20:49:21,64.8621,11.2373,24.91,63,16,20.71,few clouds
459,Shahr-E Kord,IR,2021-12-03 20:49:22,32.3256,50.8644,28.17,86,0,4.61,clear sky
460,Hambantota,LK,2021-12-03 20:49:23,6.1241,81.1185,77.74,84,65,2.98,heavy intensity rain
461,Sancti Spiritus,CU,2021-12-03 20:49:23,21.9297,-79.4425,74.86,79,99,10.2,overcast clouds
462,Formosa,AR,2021-12-03 20:49:24,-26.1775,-58.1781,89.58,31,0,10.36,clear sky
463,Mana,GF,2021-12-03 20:49:24,5.6592,-53.7767,79.02,81,24,7.58,few clouds
464,Kiunga,PG,2021-12-03 20:49:25,-6.1219,141.2906,74.14,99,96,1.5,light rain
465,Shenjiamen,CN,2021-12-03 20:49:25,29.9576,122.298,51.91,55,9,8.55,clear sky
466,Mungwi,ZM,2021-12-03 20:49:25,-10.1732,31.3694,67.91,37,39,5.44,scattered clouds
467,Pokosnoye,RU,2021-12-03 20:49:26,55.5258,101.0536,19.08,84,100,2.98,overcast clouds
468,Oranjemund,NA,2021-12-03 20:49:26,-28.55,16.4333,64.69,74,81,15.35,broken clouds
469,Shangrao,CN,2021-12-03 20:49:27,28.4532,117.9686,43.12,69,62,1.57,broken clouds
470,Ust-Omchug,RU,2021-12-03 20:49:27,61.15,149.6333,-22.22,99,100,3.24,overcast clouds
471,Torbay,CA,2021-12-03 20:45:35,47.6666,-52.7314,53.28,97,90,25.32,moderate rain
472,Lompoc,US,2021-12-03 20:49:28,34.6391,-120.4579,61.41,82,90,4.61,overcast clouds
473,Melville,US,2021-12-03 20:49:29,40.7934,-73.4151,46.81,45,1,5.01,clear sky
474,Padang,ID,2021-12-03 20:49:29,-0.9492,100.3543,78.22,79,100,4.12,moderate rain
475,Caravelas,BR,2021-12-03 20:49:30,-17.7125,-39.2481,75.76,85,68,8.32,broken clouds
476,Cockburn Town,TC,2021-12-03 20:49:30,21.4612,-71.1419,79.92,74,1,13.8,clear sky
477,Luanda,AO,2021-12-03 20:48:54,-8.8368,13.2343,78.8,83,75,10.36,light rain
478,Killarney,IE,2021-12-03 20:49:31,52.05,-9.5167,46.8,86,87,14.45,light rain
479,Lorengau,PG,2021-12-03 20:49:31,-2.0226,147.2712,83.17,77,68,8.5,broken clouds
480,Bell Ville,AR,2021-12-03 20:49:32,-32.6259,-62.6887,82.8,35,96,10.36,overcast clouds
481,Grand Gaube,MU,2021-12-03 20:49:32,-20.0064,57.6608,78.39,75,10,4.0,clear sky
482,Baruun-Urt,MN,2021-12-03 20:49:33,46.6806,113.2792,22.05,61,3,9.1,clear sky
483,Kudahuvadhoo,MV,2021-12-03 20:49:33,2.6708,72.8944,82.02,77,12,8.28,few clouds
484,Sao Felix Do Xingu,BR,2021-12-03 20:49:34,-6.6447,-51.995,73.99,99,100,3.13,overcast clouds
485,Nizhniy Lomov,RU,2021-12-03 20:49:34,53.5304,43.6766,39.43,92,100,18.05,overcast clouds
486,Banjar,ID,2021-12-03 20:49:35,-8.19,114.9675,80.46,87,91,1.9,overcast clouds
487,Haimen,CN,2021-12-03 20:49:36,23.1935,116.6142,49.89,57,4,11.99,clear sky
488,Otukpo,NG,2021-12-03 20:49:36,7.1913,8.1329,80.71,23,70,2.48,broken clouds
489,Harwich,GB,2021-12-03 20:49:37,51.9419,1.2844,46.35,92,100,1.99,overcast clouds
490,Dukat,RU,2021-12-03 20:49:37,62.55,155.55,-36.2,98,35,3.83,scattered clouds
491,Catamarca,AR,2021-12-03 20:49:38,-28.4696,-65.7852,94.77,34,72,8.01,broken clouds
492,Blackwater,AU,2021-12-03 20:49:38,-23.5833,148.8833,77.16,74,0,7.92,clear sky
493,Rincon,US,2021-12-03 20:49:39,32.296,-81.2354,80.78,33,20,0.0,few clouds
494,Quang Ngai,VN,2021-12-03 20:49:39,15.1167,108.8,66.15,73,97,6.44,overcast clouds
495,Uray,RU,2021-12-03 20:49:40,60.1247,64.7758,17.67,87,68,9.73,broken clouds
496,Khandyga,RU,2021-12-03 20:49:40,62.6667,135.6,-43.85,99,68,3.38,broken clouds
497,Abbeville,FR,2021-12-03 20:49:41,50.1,1.8333,44.56,98,100,7.56,light rain
498,Jiayuguan,CN,2021-12-03 20:49:41,39.8167,98.3,26.78,31,0,1.59,clear sky
499,Ballina,AU,2021-12-03 20:49:42,-28.8667,153.5667,69.98,96,52,5.75,broken clouds
500,Kuytun,RU,2021-12-03 20:49:42,54.3419,101.5036,6.93,93,54,3.22,broken clouds
501,Atagay,RU,2021-12-03 20:49:43,55.1033,99.3875,24.26,80,100,3.27,overcast clouds
502,Uvira,CD,2021-12-03 20:49:44,-3.4067,29.1458,73.02,82,99,5.06,overcast clouds
503,San Cristobal,VE,2021-12-03 20:49:44,7.7669,-72.225,80.78,47,11,3.4,few clouds
504,Trinidad,BO,2021-12-03 20:49:45,-14.8333,-64.9,85.98,74,75,8.05,heavy intensity rain
505,Jumla,NP,2021-12-03 20:49:45,29.2747,82.1838,37.78,83,43,6.4,scattered clouds
506,Harper,LR,2021-12-03 20:49:46,4.375,-7.7169,79.29,84,82,8.39,light rain
507,Batman,TR,2021-12-03 20:49:46,37.8874,41.1322,34.14,93,0,3.44,clear sky
508,Micheweni,TZ,2021-12-03 20:49:47,-4.9667,39.8333,79.36,78,4,5.19,clear sky
509,Masinloc,PH,2021-12-03 20:49:47,15.5333,120.05,60.62,75,50,5.53,scattered clouds
510,Kenai,US,2021-12-03 20:49:48,60.5544,-151.2583,5.14,84,1,4.61,mist
511,Chepareria,KE,2021-12-03 20:49:48,1.3077,35.2039,62.42,78,47,4.25,scattered clouds
512,Saint-Francois,FR,2021-12-03 20:49:48,46.4154,3.9054,39.47,88,90,11.5,light rain
513,Hirara,JP,2021-12-03 20:49:49,24.8,125.2833,66.83,53,67,20.83,broken clouds
514,Mandera,KE,2021-12-03 20:49:49,3.9366,41.867,86.52,38,28,4.09,scattered clouds
515,Margate,GB,2021-12-03 20:49:50,51.3813,1.3862,46.04,90,100,2.84,overcast clouds
516,Honningsvag,NO,2021-12-03 20:49:50,70.9821,25.9704,22.75,80,20,9.22,few clouds
517,Sinazongwe,ZM,2021-12-03 20:49:51,-17.2614,27.4618,83.57,50,23,4.18,few clouds
518,Homer,US,2021-12-03 20:49:51,59.6425,-151.5483,14.04,85,1,4.61,clear sky
519,Cayenne,GF,2021-12-03 20:44:28,4.9333,-52.3333,77.09,90,75,1.14,light rain
520,Touros,BR,2021-12-03 20:49:52,-5.1989,-35.4608,85.1,78,100,12.5,overcast clouds
521,San Policarpo,PH,2021-12-03 20:49:52,12.1791,125.5072,78.94,72,100,16.11,overcast clouds
522,Eskisehir,TR,2021-12-03 20:49:53,39.7767,30.5206,46.31,76,75,8.05,broken clouds
523,Muyezerskiy,RU,2021-12-03 20:49:53,63.9333,31.65,8.2,83,67,10.67,broken clouds
524,Muswellbrook,AU,2021-12-03 20:45:35,-32.2667,150.9,68.32,92,100,2.42,overcast clouds
